article_id,technique,span_text,start,end
741923579,Causal_Oversimplification,"The FBI’s bafflement here is part of its deep, deep corruption.
The FBI doesn’t acknowledge that there is a global jihad, or that Islam has anything to do with terrorism.
It doesn’t admit that there is a war going on, and treats each act of Islamic terror as if it were a separate and discrete criminal event, unrelated to all the others",2426,2763
741923579,Causal_Oversimplification,"Ragan most likely means that investigators didn’t find an ISIS membership card in Kazi’s wallet, or lots of phone calls to Iraq or Syria, or a note from Kazi reading, “I did this for Allah and Islam.
Allahu akbar",1441,1653
759478604,Black-and-White_Fallacy,"the world, or Christ",244,264
759478604,Black-and-White_Fallacy,those that are distancing themselves from the council to make another path are killing themselves,2451,2548
759478604,Black-and-White_Fallacy,mutually exclusive alternatives,5052,5083
7384471099,Causal_Oversimplification,The CIA might as well start issuing uniforms decorated with skulls and lightning bolts,5036,5122
7384471099,Causal_Oversimplification,The CIA might as well start issuing uniforms decorated with skulls and lightning bolts,5181,5267
723537899,Causal_Oversimplification,"Donald Trump won the presidency on a promise of no more unnecessary wars.
",2228,2302
790483991,Causal_Oversimplification,This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius,1056,1230
790483991,Causal_Oversimplification,How can one avoid concluding that the reason they do not provide the documentation is that they know it confirms my testimony,5439,5564
790483991,Causal_Oversimplification,"His long article in L’Osservatore Romano, in which he came out in favor of the more controversial aspects of Amoris Laetitia, represents his surrender",9064,9214
723844295,Causal_Oversimplification,"“If ISIS warns about an attack and then an attack occurs and claims responsibility after the fact, it seems to me that at a minimum, they should have some portion of the investigation to clearly debunk that claim and, yet, it hasn’t happened,” he said.
",2445,2699
729303442,Causal_Oversimplification,"My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement",1450,1552
790266787,Causal_Oversimplification,"the purpose of the Left’s frenzied, demagogic assault is to damage the nominee, and by extension, the president who nominated him",8998,9127
764664283,Causal_Oversimplification,the only reason why there is general interest in the Qur’an among non-Muslims is to seek an answer to the question of whether or not it justifies and encourages Islamic terrorism,125,303
764664283,Black-and-White_Fallacy,"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah.
",2529,2666
764664283,Black-and-White_Fallacy,To “emigrate in the cause of Allah” is to leave one’s home and join up with the Muslims,5285,5372
999000155,Causal_Oversimplification,it’s just a reaction to the evil deeds of the U.S. and Israel,1978,2039
700461600,Black-and-White_Fallacy,"Do we accept that outcome, pack up and go home?
Or do we leave our forces in Syria and Iraq and defy any demand from Assad to vacate his country?
",2352,2498
700461600,Black-and-White_Fallacy,"If we rely on the Kurds in Syria, we lose NATO ally Turkey,",3073,3132
730559808,Black-and-White_Fallacy,there is only one Catholic answer: No!,955,993
730559808,Black-and-White_Fallacy,"only then when there is a blessing upon a cause or a project, will something good come out of it.",2544,2641
730559808,Black-and-White_Fallacy,"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense.",3006,3187
730559808,Black-and-White_Fallacy,"one may not bless a relationship which is sinful; [one may not bless] the mafia; no blessing for organizations or institutions which promote or procure abortions or which propagate ideologies which are against the Faith, antisemitic contents, or other forms of racist thought.
",3215,3492
730559808,Causal_Oversimplification,"If one considers and weighs this matter, one knows: one may not bless a union of two homosexual men or of lesbian women.",3492,3612
730559808,Black-and-White_Fallacy,there is only one Catholic answer: No!,4404,4442
730559808,Causal_Oversimplification,"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",2483,2641
761564397,Causal_Oversimplification,“They used me as an example because of [the backlash over] Hillary Clinton.”,2749,2825
111111124,Causal_Oversimplification,Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,4170,4377
783702663,Black-and-White_Fallacy,"Everyone is guilty for the good he could have done and did not do ...
If we do not oppose evil, we tacitly feed it",3189,3303
783702663,Causal_Oversimplification,Which is just Allen’s more nuanced way of saying: “Don’t believe it,8097,8164
783702663,Causal_Oversimplification,"Faggioli’s argument demonstrates that neo-Catholicism has never been about making the authentic Faith more appealing to a “modern world” founded precisely on a rejection of the Church’s authority.
It is not about the Faith at all.
Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department",40191,40629
783702663,Causal_Oversimplification,"for Winters it is not the Church or the integrity of her doctrine and discipline that must be defended against enemies, but only Bergoglio and the regime of novelty he is leading to its final extremity",7704,7905
783702663,Causal_Oversimplification,"as Bergoglio cannot deny the allegations without lying, he will say nothing at all about them in the hope they will go away",13518,13641
783702663,Causal_Oversimplification,He clearly wanted to find out if I was an ally of McCarrick or not,18354,18420
783702663,Causal_Oversimplification,"For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled",30701,30900
783702663,Causal_Oversimplification,the conservative bishops and even Cardinals (Burke and Müller) he has sacked because their conservatism offended him or one of his friends,31142,31280
783702663,Causal_Oversimplification,who sacks conservative bishops and cardinals according to his pleasure ,31586,31657
783702663,Causal_Oversimplification,"Thus did Paul describe the conciliar “opening to the world” through which the world promptly invaded the Church, including large numbers of homosexuals who should never have been admitted to the seminary",37874,38077
783702663,Black-and-White_Fallacy,Any abandonment of the regime must be viewed as ecclesiastical treason—“Catholic Jacobinism”—if not criminal activity,39084,39201
783702663,Causal_Oversimplification,what he is really arguing—the final beachhead of the neo-Catholic defense of their disintegrating regime—is that homosexuals in the hierarchy must remain in authority as an indispensable seawall against a “neo-traditionalist” storm surge,39952,40189
783702663,Causal_Oversimplification,I believe that Archbishop Viganò’s precious testimony is a sign that Heaven itself is now responding to the “need for justice” in the Church,46620,46760
783702663,Causal_Oversimplification,"Today, neo-Catholic commentators, cowed by the demands of political correctness, refuse to state the simple truth that homosexuality is a perversion that precludes ordination as does any other grave psychological disorder",6013,6234
755459860,Black-and-White_Fallacy,the only solution,4451,4468
755459860,Black-and-White_Fallacy,America will face a choice between accepting a nuclear-armed Iran or acting to destroy as much of this capability as possible,8032,8157
7651970399,Causal_Oversimplification,"and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation",3489,3644
789615291,Causal_Oversimplification,"The last-minute accusations from Christine Blasey Ford, a woman who claims that decades ago Kavanaugh groped her at a high school party, and Deborah Ramirez, who accused Kavanaugh of exposing himself to her at a frat party at Yale, are transparent acts of aggression against the judge and Republicans, one engineered by the Democrats",647,980
789615291,Causal_Oversimplification,"every accusation of sexual assault, no matter how much it’s unsupported by corroborating evidence or even plausibility, must be believed",9370,9506
721406153,Black-and-White_Fallacy,"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",2022,2211
721406153,Causal_Oversimplification,"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?
",2893,3219
701553469,Causal_Oversimplification,"I have no doubt from the information circulated about me and campaign run against me prior to this vote that this was about my Jewish identity, and nothing more",1983,2143
787002327,Causal_Oversimplification,It goes without saying that this retraction and surrender by Facebook occurred only because of the wide publicity that Jamie's banning had received,2110,2257
787002327,Causal_Oversimplification,"We have no doubt, of course, that no “mistake” had actually occurred in this matter and that the ban has only been lifted because of the publicity that we engaged in -- and received",838,1019
787002327,Causal_Oversimplification,"This suggested, of course, that giving advice on how to prevent another 9/11, and all other Jihadist attacks against America, is now against Facebook’s ‘community standards",1709,1881
7618745059,Causal_Oversimplification,"“They used me as an example because of [the backlash over] Hillary Clinton,”",2312,2388
795703371,Black-and-White_Fallacy,if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER,2321,2402
111111113,Causal_Oversimplification,"pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies.
",361,469
111111113,Causal_Oversimplification,"This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,""",3580,3741
111111113,Causal_Oversimplification,Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails.,4865,5007
787529309,Causal_Oversimplification,this is all a ruse to block Judge Kavanaugh's confirmation by all means necessary,9303,9384
787529309,Causal_Oversimplification,gave the serial sexual predator Bill Clinton a free pass because his policies were in line with their ideology,8200,8310
761874505,Causal_Oversimplification,"
“They used me as an example because of [the backlash over] Hillary Clinton,” ",2311,2389
732610971,Black-and-White_Fallacy,"The fight isn't hopeless for those whose hope is in the Lord and will stay the course.
",3359,3446
761897089,Causal_Oversimplification,"“They used me as an example because of [the backlash over] Hillary Clinton,”",3636,3712
999000142,Causal_Oversimplification,"Clearly, she was speaking of all black people and not being specific to Holder or Booker as they look nothing alike",2825,2940
697454736,Black-and-White_Fallacy,"Does Mr. Ferrara believe that the Catholic Church under Pope Francis is a “Leviathan Church” and not the Catholic Church?
If this is so, then it would suggest that Mr. Ferrara is refusing submission to the Roman Pontiff and communion with the members of the Church subject to him.
",10671,10952
763440871,Black-and-White_Fallacy,"There is no better way to keep the Catholic family together and committed to the Catholic restoration than the Catholic home school.
",3228,3361
7646642839,Causal_Oversimplification,the only reason why there is general interest in the Qur’an among non-Muslims is to seek an answer to the question of whether or not it justifies and encourages Islamic terrorism,125,303
7646642839,Causal_Oversimplification,"It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters",7720,7854
7646642839,Causal_Oversimplification,"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah",2529,2664
764715911,Black-and-White_Fallacy,"if we do that, we won't have to worry about mass shooters",2859,2916
764715911,Black-and-White_Fallacy,they are about as anti-American as it comes in their new demands for gun confiscation measures,254,348
764715911,Black-and-White_Fallacy,This has nothing to do with medicine or health,1667,1713
764715911,Black-and-White_Fallacy,"a right, not a permission, to keep and bear arms",6379,6427
764715911,Causal_Oversimplification,they don't want to bite the hand that feeds them,7652,7700
759468687,Causal_Oversimplification,Ramadan is quintessentially the month of jihad,192,238
759468687,Causal_Oversimplification,Islam’s core beliefs make it clear that the latter statement is closer to the truth,1745,1828
759468687,Causal_Oversimplification,Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it,2405,2485
